img_name,label
test_1.jpg,1.1958352e-12
test_2.jpg,1.002988e-11
test_3.jpg,2.129048e-12
test_4.jpg,1.925346e-13
test_5.jpg,9.213036e-13
test_6.jpg,1.653234e-10
test_7.jpg,1.982262e-11
test_8.jpg,9.2099986e-14
test_9.jpg,3.349191e-11
test_10.jpg,9.077924e-13
test_11.jpg,5.2677567e-13
test_12.jpg,1.4688899e-10
test_13.jpg,2.335158e-13
test_14.jpg,3.2412473e-13
test_15.jpg,7.035951e-12
test_16.jpg,3.1671327e-10
test_17.jpg,1.3922588e-12
test_18.jpg,8.891976e-12
test_19.jpg,1.1513771e-12
test_20.jpg,5.8502946e-14
test_21.jpg,1.3070539e-12
test_22.jpg,1.4005691e-09
test_23.jpg,1.226139e-12
test_24.jpg,1.7718745e-09
test_25.jpg,4.862412e-11
test_26.jpg,6.424451e-14
test_27.jpg,1.0138712e-11
test_28.jpg,3.1015138e-10
test_29.jpg,9.196602e-13
test_30.jpg,9.513872e-13
test_31.jpg,3.6772513e-10
test_32.jpg,1.380698e-13
test_33.jpg,2.3240986e-11
test_34.jpg,4.7822764e-15
test_35.jpg,2.1660123e-14
test_36.jpg,5.055747e-09
test_37.jpg,1.0673545e-12
test_38.jpg,1.4297134e-12
test_39.jpg,4.043439e-11
test_40.jpg,9.673226e-15
test_41.jpg,5.2960094e-13
test_42.jpg,3.0135307e-13
test_43.jpg,5.102392e-15
test_44.jpg,7.640555e-16
test_45.jpg,1.4470188e-11
test_46.jpg,8.31886e-11
test_47.jpg,2.724902e-16
test_48.jpg,2.906865e-13
test_49.jpg,2.519844e-12
test_50.jpg,8.784272e-13
test_51.jpg,4.7472106e-11
test_52.jpg,2.6790544e-11
test_53.jpg,5.4984277e-12
test_54.jpg,2.5252625e-15
test_55.jpg,3.8089304e-13
test_56.jpg,5.653642e-12
test_57.jpg,1.8802726e-12
test_58.jpg,2.200946e-12
test_59.jpg,2.8173787e-12
test_60.jpg,3.0261604e-14
test_61.jpg,2.5487765e-14
test_62.jpg,3.9920212e-14
test_63.jpg,3.0534922e-15
test_64.jpg,1.3388269e-11
test_65.jpg,6.3724117e-12
test_66.jpg,2.846149e-12
test_67.jpg,5.809434e-11
test_68.jpg,4.5182524e-11
test_69.jpg,2.7813076e-13
test_70.jpg,2.7021354e-16
test_71.jpg,6.0735753e-13
test_72.jpg,5.076908e-10
test_73.jpg,4.0605713e-15
test_74.jpg,3.762075e-18
test_75.jpg,2.2602833e-12
test_76.jpg,4.1672885e-12
test_77.jpg,2.5653699e-10
test_78.jpg,4.2036432e-13
test_79.jpg,2.83103e-12
test_80.jpg,6.2132666e-10
test_81.jpg,1.3391625e-10
test_82.jpg,2.0605901e-14
test_83.jpg,8.077914e-16
test_84.jpg,5.544267e-11
test_85.jpg,3.6491773e-10
test_86.jpg,5.50876e-13
test_87.jpg,4.4927746e-12
test_88.jpg,4.446853e-11
test_89.jpg,3.8112437e-14
test_90.jpg,2.8502884e-13
test_91.jpg,7.20487e-13
test_92.jpg,4.0037536e-11
